,sentences
1272,"['realli', 'empti', 'drip', 'tray', 'often', 'slime', 'alga', 'bacteria', 'live', 'breed', 'nutrientrich', 'warm', 'tray', 'water', 'sound', 'your', 'interpret', 'larg', 'drip', 'tray', 'rational', 'clean', 'get', 'full', 'tray', 'huge', 'probabl', 'intend', 'industri', 'applic', 'coffe', 'shop', 'produc', 'liter', 'wast', 'water', 'day', 'littl', 'slime', 'form', 'motiv', 'clean', 'tray', 'frequent', 'think', 'nasti', 'that', 'inch', 'coffe', 'your', 'make', 'think', 'nasti', 'mold', 'slime', 'spore', 'float', 'around', 'air', 'land', 'newli', 'brew', 'beverag', 'bet', 'rins', 'everi', 'coupl', 'day', 'wash', 'week']"
1273,"['quick', 'googl', 'search', 'led', 'detail', 'site', 'explain', 'everyth']"
1274,"['site', 'virtual', 'everywher', 'hear', 'peopl', 'speak', 'coffe', 'term', 'arabica', 'robusta', 'two', 'coffe', 'varieti', 'other', 'well', 'arent', 'popular', 'found']"
1275,"['coffea', 'arabica', 'coffea', 'canephora', 'two', 'speci', 'plant', 'whose', 'bean', 'coffe', 'arabica', 'robusta', 'respect', 'howev', 'heard', 'type', 'coffe', 'might', 'confus', 'exampl', 'peaberri', 'coffe', 'actual', 'separ', 'bean', 'type', 'harvest', 'coffe', 'berri', 'contain', 'bean', 'instead', 'two', 'usual', 'discard', 'sometim', 'collect', 'sold', 'separ', 'normal', 'arabica', 'bean', 'furthermor', 'sinc', 'new', 'speci', 'coffe', 'plant', 'discov', 'current', 'cultiv', 'bean', 'though', 'far', 'tell', 'though', 'speci', 'contain', 'trait', 'desirable1', 'selfpollin', 'caffeinefre', 'bean', 'desir', 'peopl']"
1276,"['intend', 'mostli', 'adjunct', 'answer', 'content', 'overflow', 'comment', 'kinda', 'went', 'overboard', 'though', 'two', 'major', 'speci', 'coffe', 'whose', 'binomi', 'name', 'inde', 'coffea', 'arabica', 'robusta', 'signific', 'biolog', 'differ', 'larg', 'number', 'cultivar', 'plant', 'seed', 'select', 'select', 'bred', 'certain', 'properti', 'simpli', 'cultiv', 'particular', 'area', 'cultivar', 'still', 'biolog', 'speak', 'speci', 'list', 'coffe', 'varieti', 'note', 'perhap', 'youv', 'seen', 'cultivar', 'list', 'packag', 'harar', 'java', 'kona', 'yirgacheff', 'dont', 'alway', 'indic', 'region', 'origin', 'eg', 'cultivar', 'grown', 'certain', 'region', 'analog', 'plant', 'mani', 'cultivar', 'follow', 'exampl', 'cabbag', 'tea', 'mostli', 'cultivar', 'speci', 'though', 'tisan', 'infus', 'made', 'eg', 'herb', 'nontea', 'plant', 'wine', 'made', 'mostli', 'cultivar', 'speci', 'vitu', 'vinifera', 'thousand', 'cultivar', 'though', 'wine', 'made', 'eg', 'nongrap', 'fruit', 'tea', 'wine', 'coffeelik', 'beverag', 'though', 'actual', 'coffe', 'made', 'stuff', 'root', 'chicori', 'beverag', 'coffe', 'cherri', 'husk', 'thereof', 'question', 'answer', 'distinct', 'cultivar', 'botan', 'varieti', 'isnt', 'crucial']"
1277,"['substitut', 'caffein', 'term', 'similar', 'effect', 'energi', 'alert', 'decreas', 'fatigu', 'increas', 'metabol', 'rate', 'etc']"
1278,"['differ', 'bean', 'intend', 'coffe', 'bean', 'intend', 'espresso', 'understand', 'bean', 'plant', 'mention', 'previous', 'prepar', 'differ', 'happen', 'coffe', 'bean', 'packag', 'consum', 'prepar', 'way', 'better', 'suit', 'espresso', 'brew', 'coffe', 'brew']"
1279,"['side', 'effect', 'drink', 'much', 'strong', 'coffe', 'danger', 'exampl', 'drink', 'world', 'expens', 'starbuck', 'coffe', 'cost', 'featur', 'espresso', 'shot', 'side', 'effect', 'kind', 'risk', 'life', 'andrew', 'told', 'consumerist', 'got', 'ta', 'delici', 'howev', 'conced', 'unabl', 'drink', 'drink', 'previou', 'year', 'record', 'includ', 'shot', 'frappuccino', 'cost']"
1280,"['think', 'your', 'littl', 'confus', 'coffe', 'contain', 'caffein', 'psychoact', 'drug', 'tea', 'although', 'lower', 'quantiti', 'cocacola', 'relat', 'beverag', 'contain', 'caffein', 'similar', 'effect', 'youv', 'list', 'without', 'caffein', 'option', 'go', 'limit', 'well', 'psychoact', 'drug', 'drug', 'effect', 'sideeffect', 'rather', 'differ', 'noth', 'that', 'caffein', 'howev', 'your', 'feel', 'tire', 'morn', 'cantdont', 'drink', 'coffe', 'big', 'glass', 'cold', 'water', 'great', 'way', 'wake', 'arguabl', 'better', 'coffe', 'dare']"
1281,"['first', 'differ', 'bean', 'either', 'robusta', 'arabica', 'plant', 'roast', 'doesnt', 'vari', 'either', 'kind', 'roast', 'espresso', 'prefer', 'chang', 'grind', 'espresso', 'grind', 'fine', 'much', 'finer', 'prepar', 'coffe', 'find', 'packag', 'coffe', 'sold', 'espresso', 'bean', 'espresso', 'roast', 'darkerbold', 'roast', 'emul', 'darker', 'stronger', 'coffe', 'regardless', 'prepar', 'howev', 'littl', 'real', 'espresso', 'even', 'find', 'espresso', 'ground', 'coffe', 'sold', 'largeinconsist', 'grind']"
1282,"['ive', 'heard', 'coffe', 'act', 'prooxid', 'damag', 'cell', 'tissu', 'caus', 'longterm', 'effect', 'short', 'life', 'expect', 'freerad', 'theori', 'age', 'opposit', 'antioxid', 'thought', 'work', 'eg', 'green', 'tea', 'howev', 'cant', 'find', 'inform', 'wikipedia', 'eg', 'coffe', 'caffein', 'therefor', 'coffe', 'prooxid', 'antioxid']"
1283,"['find', 'mani', 'perfect', 'substitut', 'caffein', 'give', 'effect', 'thing', 'decreas', 'caffein', 'quick', 'search', 'reveal', 'thing', 'eat', 'appl', 'fruit', 'calori', 'high', 'fructos', 'level', 'vitamin', 'antioxid', 'provid', 'import', 'sustain', 'energi', 'level', 'throughout', 'day', 'maintain', 'vitamin', 'b12', 'level', 'decreas', 'level', 'vitamin', 'b12', 'found', 'fish', 'shellfish', 'meat', 'dairi', 'product', 'caus', 'fatigu', 'weak', 'play', 'key', 'role', 'mental', 'clariti', 'energi', 'enhanc', 'includ', 'mani', 'energi', 'drink', 'exercis', 'mani', 'studi', 'shown', 'exercis', 'morn', 'give', 'energi', 'boost', 'caffein', 'good', 'night', 'sleep', 'well', 'obvious', 'guess', 'sum', 'answer', 'say', 'balanc', 'diet', 'exercis', 'healthi', 'sleep', 'cycl', 'necessari', 'sustain', 'energi', 'level', 'throughout', 'day', 'remain', 'alert', 'increas', 'metabol', 'life', 'happen', 'cant', 'good', 'night', 'sleep', 'healthi', 'breakfast', 'exercis', 'etc', 'stick', 'caffein']"
1284,"['your', 'ask', 'caffein', 'overdos', 'specif', 'isnt', 'precis', 'site', 'wikipedia', 'articl', 'caffein', 'list', 'lethal', 'dose', 'ld50', 'caffein', 'human', 'estim', 'milligram', 'per', 'kilogram', 'bodi', 'mass', 'roughli', 'cup', 'coffe', 'averag', 'adult', 'citat', 'avail', 'link', 'certainli', 'factor', 'caffein', 'absorpt', 'eg', 'much', 'total', 'caffein', 'consum', 'actual', 'absorb', 'quickli', 'absorb', 'quickli', 'metabol', 'address', 'link', 'your', 'ask', 'andrew', 'chap', 'specif', 'info', 'origin', 'articl', 'look', 'took', 'day', 'drink', 'oz', 'monstros', 'hope', 'enjoy', 'nearli', 'exclus', 'posit', 'answer', 'question', 'andrew', 'read', 'perhap', 'will', 'respond']"
1285,"['actual', 'differ', 'espresso', 'bean', 'coffe', 'bean', 'realiti', 'coffe', 'bean', 'packag', 'espresso', 'bean', 'espresso', 'roast', 'like', 'dark', 'roast', 'design', 'tast', 'good', 'ground', 'ultra', 'fine', 'use', 'espresso', 'come', 'chang', 'grind', 'espresso', 'gener', 'ground', 'fine', 'actual', 'roast', 'bean', 'use', 'person', 'prefer', 'local', 'coffe', 'shop', 'enjoy', 'us', 'blond', 'roast', 'espresso', 'anoth', 'right', 'street', 'us', 'dark', 'frenchitalian', 'roast', 'far', 'bean', 'concern', 'two', 'type', 'coffe', 'bean', 'arabica', 'robusta', 'suitabl', 'espresso', 'drip', 'coffe', 'prepar', 'method', 'fact', 'youv', 'probabl', 'mani', 'time', 'without', 'even', 'realiz', 'tlr', 'espresso', 'bean', 'coffe']"
1286,"['melang', 'popular', 'coffe', 'beverag', 'vienna', 'austria', 'surround', 'prepar', 'look', 'humbl', 'opinion', 'exactli', 'cappuccino', 'espresso', 'shot', 'creat', 'milk', 'foam', 'add', 'hot', 'milk', 'togeth', 'milk', 'foam', 'top', 'sprinkl', 'cocoa', 'cinnamon', 'powder', 'top', 'name', 'deeper', 'differ', 'custom']"
1287,"['ive', 'heard', 'coffe', 'contain', 'small', 'amount', 'sever', 'vitaminsminer', 'even', 'wors', 'interfer', 'iron', 'absorpt', 'wipe', 'vitamin', 'coffe', 'vitamin', 'miner', 'essenti', 'life', 'exampl', 'coffea', 'arabica']"
1288,"['check', 'cappuccino', 'coffe', 'prepar', 'correctli', 'specif', 'trait', 'properli', 'prepar', 'cappuccino', 'display', 'poorli', 'made', 'cappuccino', 'ive', 'heard', 'stand', 'still', 'upsid', 'perfectli', 'steam', 'milk', 'froth', 'insan', 'heavenli', 'perfect', 'true']"
1289,"['spain', 'studi', 'show', 'brazilian', 'arabica', 'a100', 'roast', 'sampl', 'present', 'lower', 'antioxid', 'capac', 'le', 'effici', 'antioxid', 'robusta', 'coffe', 'varieti', 'due', 'higher', 'percentag', 'chlorogen', 'acid', 'robusta', 'ground', 'coffe', 'arabica', 'therefor', 'brazilian', 'arabica', 'a100', 'present', 'highest', 'valu', 'prooxid', 'activ', 'howev', 'higher', 'antioxid', 'activ', 'observ', 'colombian', 'coffe', 'convent', 'roast', 'coffe', 'blend', 'hand', 'percentag', 'torrefacto', 'coffe', 'increas', 'increas', 'antioxid', 'activ', 'slight', 'tendenc', 'decreas', 'prooxid', 'activ', 'observ', 'therefor', 'addit', 'sugar', 'end', 'torrefacto', 'roast', 'process', 'influenc', 'antioxid', 'prooxid', 'properti', 'coffe', 'sugar', 'main', 'precursor', 'maillard', 'reaction', 'summari', 'antioxid', 'prooxid', 'capac', 'ground', 'coffe', 'affect', 'sever', 'factor', 'coffe', 'varieti', 'roast', 'process', 'eg', 'torrefacto', 'grow', 'climat', 'storag', 'etc', 'detail', 'studi', 'read', 'found', 'sourc', 'studi', 'comparison', 'antioxid', 'prooxid', 'activ', 'coffe', 'beverag', 'prepar', 'convent', 'torrefacto', 'coffe', 'scienc', 'direct', 'studi', 'influenc', 'torrefacto', 'roast', 'antioxid', 'prooxid', 'activ', 'coffe', 'research', 'gate']"
1290,"['nutrit', 'inform', 'brew', 'coffe', 'list', 'macro', 'micronutri', 'list', 'coffeeandhealth', 'self', 'googl', 'search', 'page', 'includ', 'nutrit', 'inform', 'usda', 'look', 'trace', 'variou', 'vitamin', 'fair', 'amount', 'riboflavin', 'b2', 'trace', 'miner', 'magnesium', 'phosphor', 'potassium', 'nutrit', 'data', 'certainli', 'depend', 'origin', 'roast', 'prepar', 'method', 'factor', 'affect', 'get', 'cup', 'bean', 'unless', 'your', 'eat', 'bean']"
1291,"['melang', 'describ', 'differ', 'beverag', 'coffe', 'differ', 'place', 'melang', 'vienna', 'inde', 'similar', 'cappuccino', 'howev', 'melang', 'sometim', 'produc', 'use', 'espresso', 'normal', 'filter', 'coffe', 'switzerland', 'contrast', 'melang', 'made', 'whip', 'cream', 'instead', 'milk']"
1292,"['coffe', 'oil', 'obviou', 'done', 'home', 'what', 'process', 'gener']"
1293,"['minimum', 'recommend', 'age', 'drink', 'coffe', 'exampl', 'ground', 'instant', 'case', 'differ', 'assum', 'limit', 'decaf', 'coffe']"
1294,"['focu', 'mechan', 'prepar', 'think', 'import', 'part', 'though', 'perhap', 'cappuccino', 'properli', 'made', 'fundament', 'cappuccino', 'consist', 'espresso', 'steam', 'milk', 'distinct', 'latt', 'world', 'barista', 'championship', 'specifi', 'proper', 'construct', 'beverag', 'definit', 'pdf', 'consist', 'singleshot', 'espresso', 'ml', 'fl', 'oz', 'textur', 'steam', 'milk', 'least', 'cm', 'foam', 'place', 'suggest', 'cm', 'total', 'volum', 'ml', 'fl', 'oz', 'extent', 'subscrib', 'wbc', 'benchmark', 'compon', 'volum', 'amount', 'foam', 'defin', 'physic', 'properti', 'properli', 'made', 'cappuccino', 'state', 'compon', 'harmoni', 'balanc', 'wbc', 'state', 'aspect', 'servic', 'crucial', 'visual', 'appear', 'beverag', 'fill', 'cup', 'serv', 'accoutr', 'spoon', 'napkin', 'unflavour', 'water', 'logist', 'aspect', 'drink', 'temperatur', 'hold', 'cup', 'beyond', 'there', 'lot', 'variabl', 'might', 'lean', 'closer', 'person', 'prefer', 'topic', 'mention', 'wbc', 'wikipedia', 'includ', 'wet', 'refer', 'foam', 'versu', 'dri', 'tradit', 'solid', 'central', 'circl', 'white', 'foam', 'versu', 'latt', 'art', 'recip', 'cappuccino', 'home', 'vari', 'greatli', 'folger', 'suggest', 'equal', 'part', 'coffe', 'french', 'press', 'drip', 'steam', 'milk', 'foam', 'youll', 'rather', 'differ', 'outcom', 'use', 'coffe', 'instead', 'espresso', 'illi', 'suggest', 'quantiti', 'tradit', 'prepar', 'use', 'espresso', 'steamedfoam', 'milk']"
1295,"['interest', 'today', 'make', 'cold', 'brew', 'french', 'press', 'id', 'recommend', 'brew', 'concentr', 'ratio', 'later', 'dilut', 'concentr', 'thank', 'advanc']"
1296,"['first', 'sure', 'studi', 'start', 'coldbrew', 'sinc', 'concentr', 'discuss', 'dont', 'think', 'question', 'duplic', 'french', 'press', 'concentr', 'last', 'coupl', 'day', 'depend', 'consumpt', 'assum', 'divid', 'volum', 'french', 'press', 'part', 'ground', 'coffe', 'usual', 'coars', 'grind', 'press', 'extract', 'weaker', 'low', 'temperatur', 'make', 'even', 'coars', 'grind', 'part', 'fresh', 'roomtemperatur', 'water', 'gentli', 'mix', 'stir', 'coffe', 'sit', 'hour', 'room', 'temperatur', 'plung', 'concentr', 'dilut', 'anoth', 'part', 'cold', 'water', 'milk', 'better', 'start', 'part', 'tast', 'determin', 'whether', 'still', 'thinner', 'here', 'favourit', 'articl', 'discu', 'drip', 'method', 'well']"
1297,"['differ', 'turkish', 'greek', 'coffe', 'differ', 'name', 'differ', 'place']"
1298,"['short', 'minimum', 'recommend', 'age', 'drink', 'coffe', 'hand', 'good', 'idea', 'kid', 'drink', 'coffe', 'day', 'long', 'discuss', 'depth', 'parent', 'site', 'stack', 'exchang', 'top', 'answer', 'thee', 'state', 'bottom', 'line', 'caffein', 'gener', 'safe', 'signific', 'effect', 'child', 'well', 'adult', 'note', 'child', 'much', 'like', 'encount', 'caffein', 'soft', 'drink', 'tea', 'coffe', 'that', 'worri', 'think', 'starbuck', 'cup', 'green', 'tea', 'contain', 'mg', 'caffein', 'around', 'limit', 'noteworthi', 'affect', 'kg', 'child', 'hang', 'cafe', 'dont', 'even', 'limit', 'strictli', 'caffeinefre', 'option', 'person', 'im', 'go', 'allow', 'child', 'coffe', 'highschool', 'that', 'age', 'start', 'decid', 'thing', 'affect', 'health']"
1299,"['often', 'heard', 'seen', 'especi', 'itali', 'recommend', 'avoid', 'coffe', 'milk', 'latt', 'cappuccino', 'afternoon', 'espresso', 'wide', 'consum', 'day', 'reason', 'avoid', 'milkbas', 'coffe', 'drink', 'afternoon']"
1300,"['cultur', 'issu', 'health', 'tradit', 'rich', 'big', 'coffe', 'drink', 'cappuccino', 'drunk', 'morn', 'itali', 'breakfast', 'wherea', 'espresso', 'drunk', 'afternoon', 'reason', 'savor', 'cappuccino', 'morn', 'presum', 'work', 'yet', 'afternoon', 'quick', 'energi', 'infus', 'minut', 'break', 'dont', 'drink', 'anyth', 'shot', 'two', 'espresso', 'america', 'peopl', 'tend', 'opposit', 'drink', 'lead', 'judgement', 'visit', 'itali']"
1301,"['call', 'arab', 'cypriot', 'bosnian', 'method', 'greec', 'becom', 'greek', 'coffe', 'along', 'former', 'turkish', 'greek', 'delight', 'conflict', 'turkey', 'invas', 'cypru', 'method', 'boil', 'fine', 'ground', 'coffe', 'copper', 'cezv', 'typic', 'sweeten', 'serv', 'demitass', 'said', 'stem', 'th', 'centuri', 'yemen', 'reach', 'constantinopl', 'th', 'centuri', 'consequ', 'spread', 'across', 'ottoman', 'empir', 'appar', 'interest', 'variat', 'instanc', 'syrian', 'coffe', 'probabl', 'other', 'flavour', 'cardamom']"
1302,"['add', 'coffe', 'powder', 'basket', 'let', 'water', 'vapour', 'work', 'tamp', 'profession', 'espresso', 'machin']"
1303,"['tamp', 'coffe', 'moka', 'pot', 'dont', 'excess', 'pressur', 'tamp', 'produc', 'due', 'increas', 'densiti', 'water', 'cover', 'steam', 'valv', 'worst', 'case', 'liter', 'explod']"
1304,"['complet', 'abus', 'machin', 'saw', 'someon', 'clean', 'stainless', 'steel', 'jewelri', 'ecm', 'machin', 'put', 'jewelri', 'seal', 'portafilt', 'basket', 'backflush', 'machin', 'clean', 'deterg', 'seem', 'clean', 'jewelri', 'pretti', 'well', 'cant', 'differ', 'put', 'dishwash', 'least', 'seem', 'way', 'kill', 'two', 'bird', 'stone', 'backflush', 'machin']"
1305,"['ehow', 'seem', 'stepbystep', 'walkthrough', 'extract', 'coffe', 'oil', 'essenti', 'seem', 'slow', 'cook', 'coffe', 'bean', 'oliv', 'oil', 'strain', 'oil', 'cheesecloth']"
1306,"['doctor', 'medic', 'standpoint', 'pure', 'caffein', 'citrat', 'often', 'use', 'newborn', 'breath', 'problem', 'control', 'do', 'mgkgday', 'wouldnt', 'danger', 'otherwis', 'healthi', 'small', 'child', 'properli', 'size', 'do', 'howev', 'gener', 'isnt', 'use', 'long', 'term', 'use', 'bridg', 'therapi', 'newborn', 'lung', 'develop', 'fulli', 'said', 'small', 'child', 'dont', 'plan', 'help', 'develop', 'addict', 'cn', 'stimul', 'old', 'enough', 'support', 'social', 'accept', 'addict', 'paycheck']"
1307,"['chri', 'ak', 'medic', 'doctor', 'phd', 'degre', 'said', 'websit', 'usa', 'made', 'guidelin', 'recommend', 'put', 'caffein', 'minimum', 'younger', 'kid', 'drink', 'much', 'coffe', 'wrong', 'harm', 'child', 'multipl', 'way', 'canadian', 'guidelin', 'though', 'canadian', 'guidelin', 'recommend', 'preschool', 'milligram', 'caffein', 'day', 'that', 'equival', 'averag', 'amount', 'caffein', 'found', 'singl', 'ounc', '355millilit', 'soda', 'yep', 'preschool', 'might', 'well', 'drink', 'ounc', 'colacola', 'everi', 'day', 'side', 'effect', 'kid', 'adult', 'pretti', 'annoy', 'way', 'affect', 'young', 'child', 'mayb', 'lack', 'sleep', 'unabl', 'learn', 'school', 'properli', 'sleepi', 'adult', 'well', 'side', 'effect', 'drunk', 'except', 'activ', 'sleepi', 'drink', 'coffe', 'highcaffein', 'drink', 'said', 'help', 'studi', 'houston', 'news', 'studi', 'colleg', 'student', 'bare', 'rememb', 'learn', 'caffein', 'overload', 'decis', 'think', 'okay', 'vice', 'versa', 'hope', 'help']"
1308,"['although', 'kind', 'ask', 'question', 'sidequest', 'wasnt', 'realli', 'answer', 'ive', 'heard', 'peopl', 'put', 'salt', 'coffe', 'reduc', 'bitter', 'actual', 'work']"
1309,"['quot', 'health', 'canada', 'recommend', 'maximum', 'caffein', 'intak', 'level', 'child', 'woman', 'childbear', 'age', 'child', 'year', 'mgday', 'year', 'mgday', 'year', 'mgday', 'woman', 'plan', 'becom', 'pregnant', 'pregnant', 'woman', 'breast', 'feed', 'mother', 'mgday', 'follow', 'provid', 'assist', 'consum', 'understand', 'contribut', 'variou', 'food', 'caffein', 'intak', 'daili', 'mail', 'read', 'world', 'health', 'organis', 'warn', 'child', 'teenag', 'risk', 'potenti', 'harm', 'advers', 'development', 'effect', 'sale', 'caffein', 'sugarpack', 'energi', 'drink', 'restrict', 'pose', 'danger', 'child', 'young', 'peopl', 'studi', 'suggest', 'lead', 'author', 'dr', 'joao', 'breda', 'call', 'restrict', 'put', 'place', 'limit', 'sale', 'energi', 'drink', 'child', 'larg', 'amount', 'caffein', 'caus', 'heart', 'palpit', 'fit', 'even', 'death', 'well', 'rais', 'risk', 'type', 'diabet', 'relat', 'articl', 'sale', 'sugar', 'caffein', 'laden', 'energi', 'drink', 'restrict', 'pose', 'danger', 'child', 'daili', 'mail', 'side', 'effect', 'drink', 'much', 'coffe', 'long', 'wait', 'permit', 'child', 'access', 'caffein', 'parent', 'se', 'effect', 'caffein', 'human', 'health', 'nawrot', 'jordan', 'eastwood', 'rotstein', 'hugenholtz', 'feeley', 'food', 'addit', 'contamin', 'vol', 'pg']"
1310,"['caffein', 'beverag', 'coffe', 'soft', 'drink', 'give', 'short', 'burst', 'energi', 'actual', 'caus', 'fluid', 'loss', 'caffein', 'shown', 'temporarili', 'rais', 'blood', 'pressur', 'reduc', 'blood', 'flow', 'inact', 'limb', 'mani', 'drug', 'caffein', 'chemic', 'addict', 'recent', 'public', 'diagnost', 'statist', 'manual', 'mental', 'disord', 'dsm', 'caffein', 'withdraw', 'final', 'includ', 'mental', 'disord', 'first', 'soon', 'drink', 'coffe', 'contain', 'caffein', 'absorb', 'small', 'intestin', 'dissolv', 'bloodstream', 'abl', 'penetr', 'bloodbrain', 'barrier', 'enter', 'brain', 'regular', 'ingest', 'drug', 'ie', 'coffeetea', 'soda', 'energi', 'drink', 'alter', 'brain', 'chemistri', 'physic', 'characterist', 'actual', 'chang', 'lead', 'fatigu', 'headach', 'nausea', 'tri', 'quit', 'howev', 'compar', 'mani', 'drug', 'addict', 'effect', 'rel', 'shortterm', 'quot', 'daili', 'mail', 'larg', 'amount', 'caffein', 'caus', 'heart', 'palpit', 'fit', 'even', 'death', 'well', 'rais', 'risk', 'type', 'diabet', 'heavi', 'consumpt', 'link', 'greater', 'risk', 'depress', 'addict', 'alcohol', 'depend', 'energi', 'drink', 'like', 'caus', 'caffein', 'overdos', 'drunk', 'quickli', 'unlik', 'hot', 'drink', 'tea', 'coffe', 'energi', 'drink', 'consumpt', 'europ', 'studi', 'said', 'sever', 'death', 'worldwid', 'link', 'excess', 'consumpt', 'energi', 'drink', 'although', 'scientist', 'research', 'need', 'prove', 'link', 'recommend', 'maximum', 'caffein', 'intak', 'mg', 'per', 'day', 'equival', 'around', 'five', 'cup', 'filter', 'coffe', 'reproductiveag', 'woman', 'mg', 'caffein', 'per', 'day', 'child', 'risk', 'subgroup', 'requir', 'specif', 'advic', 'moder', 'caffein', 'intak', 'studi', 'said', 'live', 'scienc', 'read', 'coffe', 'drink', 'lead', 'mental', 'disord', 'experi', 'five', 'symptom', 'red', 'face', 'nervous', 'restless', 'right', 'cup', 'joe', 'diagnos', 'coffe', 'intox', 'accord', 'new', 'edit', 'american', 'psychiatr', 'associ', 'diagnost', 'statist', 'manual', 'mental', 'disord', 'dsm5', 'excess', 'caffein', 'intak', 'lead', 'condit', 'known', 'caffein', 'intox', 'word', 'caffein', 'withdraw', 'recogn', 'disord', 'list', 'dsm5', 'caffein', 'drug', 'mild', 'stimul', 'use', 'almost', 'everybodi', 'daili', 'basi', 'said', 'dr', 'charl', 'obrien', 'chair', 'substancerel', 'disord', 'work', 'group', 'dsm5', 'via', 'new', 'york', 'post', 'letdown', 'afterward', 'drink', 'lot', 'coffe', 'least', 'two', 'three', 'ml', 'cup', 'rebound', 'withdraw', 'effect', 'top', 'caffein', 'withdraw', 'symptom', 'headach', 'sleepi', 'irrit', 'lethargi', 'constip', 'depress', 'muscl', 'painstiff', 'lack', 'concentr', 'flulik', 'symptom', 'insomnia', 'rare', 'case', 'consum', 'high', 'enough', 'do', 'caffein', 'kill', 'world', 'expens', 'starbuck', 'coffe', 'featur', 'espresso', 'shot', 'accord', 'calcul', 'mg', '150x60', 'caffein', 'content', 'compar', 'recommend', 'maximum', 'caffein', 'intak', 'mg', 'per', 'day', 'equival', 'cup', 'filter', 'coffe', 'drink', 'end', 'headach', 'fast', 'heartbeat', 'heart', 'palpit', 'even', 'death', 'requir', 'emerg', 'care', 'soon', 'possibl', 'samhsa', 'data', 'emerg', 'depart', 'visit', 'relat', 'misus', 'energi', 'drink', 'energi', 'drink', 'look', 'caffein', 'realli', 'alarm', 'samhsa', 'report', 'put', 'larg', 'amount', 'caffein', 'caus', 'advers', 'effect', 'insomnia', 'nervous', 'headach', 'fast', 'heartbeat', 'seizur', 'sever', 'enough', 'requir', 'emerg', 'care', 'relat', 'articl', 'sale', 'sugar', 'caffein', 'laden', 'energi', 'drink', 'restrict', 'pose', 'danger', 'child', 'daili', 'mail', 'what', 'minimum', 'recommend', 'age', 'drink', 'coffe', 'brain', 'becom', 'addict', 'caffein', 'smithsonian', 'caffein', 'actual', 'brain', 'life', 'hacker', 'studi', 'effect', 'caffein', 'human', 'health', 'nawrot', 'jordan', 'eastwood', 'rotstein', 'hugenholtz', 'feeley', 'food', 'addit', 'contamin', 'vol', 'pg', 'studi', 'action', 'caffein', 'brain', 'special', 'refer', 'factor', 'contribut', 'widespread', 'caffein', 'withdraw', 'mental', 'disord', 'book', 'buzz', 'scienc', 'lore', 'alcohol', 'caffein', 'stephen', 'braun']"
